lr-AdamW,step,valid/recon/sess0,valid/loss,valid/recon,valid/bps,valid/co_bps,valid/fp_bps,valid/r2,valid/wt_l2,valid/wt_l2/ramp,valid/wt_kl,valid/wt_kl/ic,valid/wt_kl/co,valid/wt_kl/ramp,valid/recon_smth,hp_metric,cur_epoch,hp/lr_init,hp/dropout_rate,hp/l2_ic_enc_scale,hp/l2_ci_enc_scale,hp/l2_gen_scale,hp/l2_con_scale,hp/kl_co_scale,hp/kl_ic_scale,hp/weight_decay,hp/cd_rate,epoch,train/recon/sess0,train/loss,train/recon,train/bps,train/co_bps,train/fp_bps,train/r2,train/wt_l2,train/wt_l2/ramp,train/wt_kl,train/wt_kl/ic,train/wt_kl/co,train/wt_kl/ramp
0.004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1.0531588792800903,91540.6328125,1.0531588792800903,-1.0,-1.0,-1.0,nan,5.521453203982674e-06,1.0,8.100898742675781,1.6157723665237427,6.485125541687012,1.0,1.0606575012207031,1.0531588792800903,0.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.0024999999441206455,0.004999999888241291,0.0,0.30000001192092896,0,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0820910930633545,155580.46875,1.0820910930633545,-1.0,-1.0,-1.0,nan,5.5132345551101025e-06,1.0,14.475950241088867,1.6886361837387085,12.787314414978027,1.0
0.004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1.0648980140686035,51877.66015625,1.0648980140686035,-1.0,-1.0,-1.0,nan,5.532515388040338e-06,1.0,4.122862815856934,1.6513043642044067,2.4715585708618164,1.0,1.0636258125305176,1.0648980140686035,1.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.002749999985098839,0.005499999970197678,0.0,0.30000001192092896,1,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.056373953819275,97929.6328125,1.056373953819275,-1.0,-1.0,-1.0,nan,5.521452749235323e-06,1.0,8.736583709716797,1.777971863746643,6.958611965179443,1.0
0.004,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1.0721620321273804,37586.91015625,1.0721620321273804,-1.0,-1.0,-1.0,nan,5.547923592530424e-06,1.0,2.6865234375,1.5675053596496582,1.1190180778503418,1.0,1.0696011781692505,1.0721620321273804,2.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.003000000026077032,0.006000000052154064,0.0,0.30000001192092896,2,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0666983127593994,56063.5625,1.0666983127593994,-1.0,-1.0,-1.0,nan,5.532515388040338e-06,1.0,4.539652347564697,1.8055543899536133,2.734097957611084,1.0
0.004,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1.0392353534698486,33026.875,1.0392353534698486,-1.0,-1.0,-1.0,nan,5.564988441619789e-06,1.0,2.263446807861328,1.3945212364196777,0.8689256310462952,1.0,1.0483450889587402,1.0392353534698486,3.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.0032500000670552254,0.006500000134110451,0.0,0.30000001192092896,3,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.074792742729187,40268.83203125,1.074792742729187,-1.0,-1.0,-1.0,nan,5.547923592530424e-06,1.0,2.952085018157959,1.7051260471343994,1.2469590902328491,1.0
0.004,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,0.8877482414245605,28615.599609375,0.8877482414245605,-1.0,-1.0,-1.0,nan,5.581847290159203e-06,1.0,1.9738059043884277,1.0256046056747437,0.9482012987136841,1.0,0.9359273314476013,0.8877482414245605,4.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.0035000001080334187,0.007000000216066837,0.0,0.30000001192092896,4,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.0425574779510498,34813.5078125,1.0425574779510498,-1.0,-1.0,-1.0,nan,5.564987986872438e-06,1.0,2.4387879371643066,1.498781681060791,0.9400061368942261,1.0
0.004,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,0.7802426218986511,23572.220703125,0.7802426218986511,-1.0,-1.0,-1.0,nan,5.599299129244173e-06,1.0,1.5769739151000977,0.5468237400054932,1.0301501750946045,1.0,0.8269480466842651,0.7802426218986511,5.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.0037499999161809683,0.007499999832361937,0.0,0.30000001192092896,5,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.8926148414611816,30047.921875,0.8926148414611816,-1.0,-1.0,-1.0,nan,5.581847290159203e-06,1.0,2.1121718883514404,1.1000573635101318,1.0121145248413086,1.0
0.004,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,0.7566899657249451,20244.68359375,0.7566899657249451,-1.0,-1.0,-1.0,nan,5.616895123239374e-06,1.0,1.2677727937698364,0.24621908366680145,1.0215537548065186,1.0,0.7777674198150635,0.7566899657249451,6.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.004000000189989805,0.00800000037997961,0.0,0.30000001192092896,6,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.7823425531387329,24748.228515625,0.7823425531387329,-1.0,-1.0,-1.0,nan,5.599299129244173e-06,1.0,1.692474603652954,0.6037244200706482,1.0887502431869507,1.0
0.004,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,0.6658023595809937,19953.501953125,0.6658023595809937,-1.0,-1.0,-1.0,nan,5.6350163504248485e-06,1.0,1.3295422792434692,0.2648135721683502,1.0647286176681519,1.0,0.6993919014930725,0.6658023595809937,7.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.0042500002309679985,0.008500000461935997,0.0,0.30000001192092896,7,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.7559798359870911,21462.5859375,0.7559798359870911,-1.0,-1.0,-1.0,nan,5.616894668492023e-06,1.0,1.390273094177246,0.27816909551620483,1.1121039390563965,1.0
0.004,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,0.5551965832710266,18780.60546875,0.5551965832710266,-1.0,-1.0,-1.0,nan,5.653645985148614e-06,1.0,1.3228583335876465,0.2577224671840668,1.0651357173919678,1.0,0.5984551906585693,0.5551965832710266,8.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.0044999998062849045,0.008999999612569809,0.0,0.30000001192092896,8,,,,,,,,,,,,,
,8,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.664993166923523,21034.8828125,0.664993166923523,-1.0,-1.0,-1.0,nan,5.635015895677498e-06,1.0,1.438489317893982,0.3059406578540802,1.1325486898422241,1.0
0.004,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,0.4613741934299469,17288.623046875,0.4613741934299469,-1.0,-1.0,-1.0,nan,5.6728063100308646e-06,1.0,1.2674823999404907,0.17461933195590973,1.0928630828857422,1.0,0.5024985074996948,0.4613741934299469,9.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.004749999847263098,0.009499999694526196,0.0,0.30000001192092896,9,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.5577068328857422,19880.109375,0.5577068328857422,-1.0,-1.0,-1.0,nan,5.653645985148614e-06,1.0,1.4302983283996582,0.2958196997642517,1.1344785690307617,1.0
0.004,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,0.38363468647003174,16331.48046875,0.38363468647003174,-1.0,-1.0,-1.0,nan,5.6920080169220455e-06,1.0,1.2495075464248657,0.09659627079963684,1.1529113054275513,1.0,0.4192938506603241,0.38363468647003174,10.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.004999999888241291,0.009999999776482582,0.0,0.30000001192092896,10,,,,,,,,,,,,,
,10,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.46288809180259705,17875.3359375,0.46288809180259705,-1.0,-1.0,-1.0,nan,5.6728063100308646e-06,1.0,1.324639916419983,0.20528407394886017,1.1193557977676392,1.0
0.004,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,0.3127904534339905,16004.291015625,0.3127904534339905,-1.0,-1.0,-1.0,nan,5.710466211894527e-06,1.0,1.287632942199707,0.10865507274866104,1.1789778470993042,1.0,0.34474146366119385,0.3127904534339905,11.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.005249999929219484,0.010499999858438969,0.0,0.30000001192092896,11,,,,,,,,,,,,,
,11,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0.3846064805984497,17038.337890625,0.3846064805984497,-1.0,-1.0,-1.0,nan,5.6920080169220455e-06,1.0,1.3192214965820312,0.1220940500497818,1.1971274614334106,1.0
0.004,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,0.2577742040157318,16171.2646484375,0.2577742040157318,-1.0,-1.0,-1.0,nan,5.7284646572952624e-06,1.0,1.3593465089797974,0.12115028500556946,1.2381962537765503,1.0,0.2838643789291382,0.2577742040157318,12.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.005499999970197678,0.010999999940395355,0.0,0.30000001192092896,12,,,,,,,,,,,,,
,12,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.311557799577713,16975.359375,0.311557799577713,-1.0,-1.0,-1.0,nan,5.710466211894527e-06,1.0,1.385972499847412,0.1361435502767563,1.2498289346694946,1.0
0.004,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,0.21496464312076569,15961.3154296875,0.21496464312076569,-1.0,-1.0,-1.0,nan,5.7462398217467126e-06,1.0,1.381161093711853,0.10609052330255508,1.2750705480575562,1.0,0.23563456535339355,0.21496464312076569,13.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.005750000011175871,0.011500000022351742,0.0,0.30000001192092896,13,,,,,,,,,,,,,
,13,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.25719431042671204,16794.7265625,0.25719431042671204,-1.0,-1.0,-1.0,nan,5.7284646572952624e-06,1.0,1.4222725629806519,0.1430784910917282,1.2791941165924072,1.0
0.004,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,0.1786053627729416,15412.744140625,0.1786053627729416,-1.0,-1.0,-1.0,nan,5.763865829067072e-06,1.0,1.3626632690429688,0.06157204508781433,1.301091194152832,1.0,0.19571411609649658,0.1786053627729416,14.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.006000000052154064,0.012000000104308128,0.0,0.30000001192092896,14,,,,,,,,,,,,,
,14,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0.215610072016716,16699.80078125,0.215610072016716,-1.0,-1.0,-1.0,nan,5.7462398217467126e-06,1.0,1.4543641805648804,0.12713749706745148,1.3272266387939453,1.0
0.004,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,0.15152768790721893,15735.375,0.15152768790721893,-1.0,-1.0,-1.0,nan,5.781423169537447e-06,1.0,1.422003984451294,0.05346780642867088,1.368536114692688,1.0,0.16478361189365387,0.15152768790721893,15.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.0062500000931322575,0.012500000186264515,0.0,0.30000001192092896,15,,,,,,,,,,,,,
,15,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.17710885405540466,16374.3544921875,0.17710885405540466,-1.0,-1.0,-1.0,nan,5.763865829067072e-06,1.0,1.4603208303451538,0.07861840724945068,1.3817024230957031,1.0
0.004,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,0.13636399805545807,15984.802734375,0.13636399805545807,-1.0,-1.0,-1.0,nan,5.798768142994959e-06,1.0,1.4621104001998901,0.055923942476511,1.406186580657959,1.0,0.14488989114761353,0.13636399805545807,16.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.006500000134110451,0.013000000268220901,0.0,0.30000001192092896,16,,,,,,,,,,,,,
,16,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.15166671574115753,16352.2060546875,0.15166671574115753,-1.0,-1.0,-1.0,nan,5.781423169537447e-06,1.0,1.4835481643676758,0.08067582547664642,1.4028723239898682,1.0
0.004,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,0.12779031693935394,16748.810546875,0.12779031693935394,-1.0,-1.0,-1.0,nan,5.815657004859531e-06,1.0,1.547084927558899,0.05519941821694374,1.4918855428695679,1.0,0.13292019069194794,0.12779031693935394,17.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.006750000175088644,0.013500000350177288,0.0,0.30000001192092896,17,,,,,,,,,,,,,
,17,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.1349453181028366,16656.71484375,0.1349453181028366,-1.0,-1.0,-1.0,nan,5.798768142994959e-06,1.0,1.5307203531265259,0.08122111111879349,1.449499249458313,1.0
0.004,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18,0.1238909661769867,17048.365234375,0.1238909661769867,-1.0,-1.0,-1.0,nan,5.832127499161288e-06,1.0,1.5809396505355835,0.03882183879613876,1.542117714881897,1.0,0.1265997290611267,0.1238909661769867,18.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.007000000216066837,0.014000000432133675,0.0,0.30000001192092896,18,,,,,,,,,,,,,
,18,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.12669605016708374,17071.5078125,0.12669605016708374,-1.0,-1.0,-1.0,nan,5.815657459606882e-06,1.0,1.5804489850997925,0.07334601879119873,1.5071029663085938,1.0
0.004,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,0.12155376374721527,17612.05859375,0.12155376374721527,-1.0,-1.0,-1.0,nan,5.847980446560541e-06,1.0,1.6396461725234985,0.03678068518638611,1.60286545753479,1.0,0.12306755781173706,0.12155376374721527,19.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0010000000474974513,0.0010000000474974513,0.007249999791383743,0.014499999582767487,0.0,0.30000001192092896,19,,,,,,,,,,,,,
,19,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.12052562832832336,17807.5,0.12052562832832336,-1.0,-1.0,-1.0,nan,5.832127499161288e-06,1.0,1.6602184772491455,0.05683869495987892,1.603379726409912,1.0
