lr-AdamW,step,valid/recon/sess0,valid/loss,valid/recon,valid/bps,valid/co_bps,valid/fp_bps,valid/r2,valid/wt_l2,valid/wt_l2/ramp,valid/wt_kl,valid/wt_kl/ic,valid/wt_kl/co,valid/wt_kl/ramp,valid/recon_smth,hp_metric,cur_epoch,hp/lr_init,hp/dropout_rate,hp/l2_ic_enc_scale,hp/l2_ci_enc_scale,hp/l2_gen_scale,hp/l2_con_scale,hp/kl_co_scale,hp/kl_ic_scale,hp/weight_decay,hp/cd_rate,epoch,train/recon/sess0,train/loss,train/recon,train/bps,train/co_bps,train/fp_bps,train/r2,train/wt_l2,train/wt_l2/ramp,train/wt_kl,train/wt_kl/ic,train/wt_kl/co,train/wt_kl/ramp
0.004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1.0273617506027222,11844.51953125,1.0273617506027222,-1.0,-1.0,-1.0,nan,5.524919401977968e-07,1.0,0.15708956122398376,0.03210095316171646,0.1249886006116867,1.0,1.0363813638687134,1.0273617506027222,0.0,0.004000000189989805,0.019999999552965164,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,4.999999873689376e-05,9.999999747378752e-05,0.0,0.30000001192092896,0,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0596150159835815,13418.8173828125,1.0596150159835815,-1.0,-1.0,-1.0,nan,5.521393973140221e-07,1.0,0.2822660803794861,0.03380119428038597,0.24846488237380981,1.0
0.004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,0.9736796021461487,12288.3408203125,0.9736796021461487,-1.0,-1.0,-1.0,nan,6.778648753424932e-07,1.0,0.25515392422676086,0.10157563537359238,0.1535782814025879,1.0,0.9924901723861694,0.9736796021461487,1.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.00012250000145286322,0.00012250000145286322,0.00017374999879393727,0.00034749999758787453,0.0,0.30000001192092896,1,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0277312994003296,15899.37890625,1.0277312994003296,-1.0,-1.0,-1.0,nan,6.768026423742413e-07,1.0,0.562205970287323,0.11186956614255905,0.45033642649650574,1.0
0.004,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,0.8737307190895081,11326.82421875,0.8737307190895081,-1.0,-1.0,-1.0,nan,8.042071044656041e-07,1.0,0.2589508593082428,0.1427866816520691,0.11616417020559311,1.0,0.909358561038971,0.8737307190895081,2.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0001449999981559813,0.0001449999981559813,0.00029749999521300197,0.0005949999904260039,0.0,0.30000001192092896,2,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.976990282535553,14313.6953125,0.976990282535553,-1.0,-1.0,-1.0,nan,8.023706072890491e-07,1.0,0.4543784260749817,0.17431111633777618,0.2800672948360443,1.0
0.004,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,0.7529652118682861,10356.478515625,0.7529652118682861,-1.0,-1.0,-1.0,nan,9.315663191955537e-07,1.0,0.28268173336982727,0.16842155158519745,0.11426017433404922,1.0,0.799883246421814,0.7529652118682861,3.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0001674999948590994,0.0001674999948590994,0.0004212500061839819,0.0008425000123679638,0.0,0.30000001192092896,3,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.875748872756958,12488.7275390625,0.875748872756958,-1.0,-1.0,-1.0,nan,9.289977924709092e-07,1.0,0.3731228709220886,0.20330162346363068,0.16982124745845795,1.0
0.004,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,0.6598095893859863,9301.6337890625,0.6598095893859863,-1.0,-1.0,-1.0,nan,1.0599709412417724e-06,1.0,0.2703527510166168,0.11330067366361618,0.15705208480358124,1.0,0.7018316984176636,0.6598095893859863,4.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0001900000061141327,0.0001900000061141327,0.0005450000171549618,0.0010900000343099236,0.0,0.30000001192092896,4,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.7557574510574341,11207.3994140625,0.7557574510574341,-1.0,-1.0,-1.0,nan,1.0567022172836005e-06,1.0,0.36498144268989563,0.21786049008369446,0.14712095260620117,1.0
0.004,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,0.5604356527328491,8146.40478515625,0.5604356527328491,-1.0,-1.0,-1.0,nan,1.1892025213455781e-06,1.0,0.2542036473751068,0.062231916934251785,0.19197173416614532,1.0,0.6028544902801514,0.5604356527328491,5.0,0.004000000189989805,0.019999999552965164,0.0,0.0,0.0002125000028172508,0.0002125000028172508,0.0006687500281259418,0.0013375000562518835,0.0,0.30000001192092896,5,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.6612029671669006,9907.8037109375,0.6612029671669006,-1.0,-1.0,-1.0,nan,1.1854938293254236e-06,1.0,0.32957619428634644,0.14188437163829803,0.1876918077468872,1.0
